"AC" "TC" "DESCR" "OS" "GN" "PE" "SV"
"10335" "Q8SUG7" "2.A.12.1.13" "Similarity to ADP/ATP CARRIER PROTEIN (NTT4)" "Encephalitozoon cuniculi" "ECU10_0420" "4" "1"
"10336" "Q8SVD4" "1.B.8.2.11" "Uncharacterized protein" "Encephalitozoon cuniculi (strain GB-M1)" "ECU06_0480" "4" "1"
"10337" "Q8T0S9" "2.A.23.2.4" "GH09856p (CG3159-PB, isoform B) - Drosophila melanogaster (Fruit fly)." "" "" "" ""
"10338" "Q8T0Z4" "1.C.86.1.1" "Trialysin (Fragment) - Triatoma infestans (Assassin bug)." "" "" "" ""
"10339" "Q8T359" "9.A.14.1.9" "Rhabdomeric opsin" "Platynereis dumerilii" "r-opsin" "2" "1"
"10340" "Q8T5Z7" "3.A.1.211.7" "3.A.1.211.7 ABC transporter A family member 1" "" "" "" ""
"10341" "Q8T6J5" "3.A.1.211.19" "ABC transporter A family member 2" "Dictyostelium discoideum" "abcA2" "3" "1"
"10342" "Q8T8P0" "2.A.19.4.3" "Testis potassium dependent sodium/calcium exchanger - Strongylocentrotus purpuratus (Purple sea urchin)." "" "" "" ""
"10343" "Q8T9W4" "3.A.1.201.23" "ABC transporter B family member 3" "Dictyostelium discoideum" "abcB3" "3" "1"
"10344" "Q8TAD4" "2.A.4.4.3" "Zinc transporter 5 (Zinc transporter ZnT-5) - Homo sapiens (Human)." "" "" "" ""
"10345" "Q8TAF8" "1.A.82.1.1" "Tetraspan membrane protein of hair cell stereocilia" "Homo sapiens" "LHFPL5" "1" "1"
"10346" "Q8TAT6" "3.A.16.1.1" "NPL4 protein - Homo sapiens (Human)." "" "" "" ""
"10347" "Q8TB61" "2.A.7.11.3" "Adenosine 3'-phospho 5'-phosphosulfate transporter 1 - Homo sapiens (Human)." "" "" "" ""
"10348" "Q8TBB6" "2.A.3.3.7" "Probable cationic amino acid transporter" "Homo sapiens" "SLC7A14" "2" "3"
"10349" "Q8TBE7" "2.A.7.28.2" "Solute carrier family 35 member G2" "Homo sapiens" "SLC35G2" "1" "3"
"10350" "Q8TBP6" "2.A.29.14.6" "Solute carrier family 25 member 40" "Homo sapiens" "SLC25A40" "2" "1"
"10351" "Q8TC26" "2.A.4.8.3" "Transmembrane protein 163" "Homo sapiens" "TMEM163" "2" "1"
"10352" "Q8TCC7" "2.A.1.19.34" "Solute carrier family 22 member 8" "Homo sapiens" "SLC22A8" "1" "1"
"10353" "Q8TCT8" "1.A.54.3.2" "Signal peptide peptidase-like 2A" "Homo sapiens" "SPPL2A" "1" "2"
"10354" "Q8TCU3" "2.A.3.8.24" "Solute carrier family 7 member 13" "Homo sapiens" "SLC7A13" "2" "1"
"10355" "Q8TD20" "2.A.1.1.87" "Solute carrier family 2, facilitated glucose transporter member 12" "Homo sapiens" "SLC2A12" "2" "1"
"10356" "Q8TD43" "1.A.4.5.4" "Cation channel TRPM4B - Homo sapiens (Human)." "" "" "" ""
"10357" "Q8TDB8" "2.A.1.1.90" "Solute carrier family 2, facilitated glucose transporter member 14" "Homo sapiens" "SLC2A14" "2" "1"
"10358" "Q8TDF5" "8.A.47.1.1" "Neuropilin and tolloid-like protein 1" "Homo sapiens" "NETO1" "2" "2"
"10359" "Q8TDW0" "1.A.25.3.1" "Leucine-rich repeat-containing protein 8C" "Homo sapiens" "LRRC8C" "2" "2"
"10360" "Q8TDX9" "1.A.5.1.3" "Polycystic kidney disease protein 1-like 1" "Homo sapiens" "PKD1L1" "2" "1"
"10361" "Q8TE23" "9.A.14.7.4" "Taste receptor type 1 member 2" "Homo sapiens" "TAS1R2" "2" "2"
"10362" "Q8TE54" "2.A.53.2.6" "2.A.53.2.6 Anion exchange transporter" "" "" "" ""
"10363" "Q8TEB9" "9.B.104.4.1" "Rhomboid-related protein 4" "Homo sapiens" "RHBDD1" "1" "1"
"10364" "Q8TED4" "2.A.1.4.8" "Sugar phosphate exchanger 2" "Homo sapiens" "SLC37A2" "2" "2"
"10365" "Q8TF08" "3.D.4.11.1" "Cytochrome c oxidase polypeptide VIIb2, mitochondrial - Homo sapiens (Human)." "" "" "" ""
"10366" "Q8TF71" "2.A.1.13.8" "Monocarboxylate transporter 10" "Homo sapiens" "SLC16A10" "1" "1"
"10367" "Q8TFA7" "2.A.29.1.4" "ADP/ATP carrier - Neocallimastix frontalis (Rumen fungus)." "" "" "" ""
"10368" "Q8THY0" "3.A.3.1.10" "Sodium/potassium-transporting ATPase, alpha subunit" "Methanosarcina acetivorans (strain ATCC 35395 / DSM 2834 / JCM 12185 / C2A)" "MA_4378" "4" "1"
"10369" "Q8TJ52" "2.A.7.26.2" "UPF0060 membrane protein MA_3936 - Methanosarcina acetivorans." "" "" "" ""
"10370" "Q8TJ86" "3.A.1.8.2" "Molybdenum ABC transporter, permease protein" "Methanosarcina acetivorans (strain ATCC 35395 / DSM 2834 / JCM 12185 / C2A)" "modB" "3" "1"
"10371" "Q8TJZ4" "3.A.3.6.16" "Cadmium efflux ATPase" "Methanosarcina acetivorans" "cadA" "4" "1"
"10372" "Q8TL61" "2.A.72.1.2" "Probable potassium transport system protein kup" "Methanosarcina acetivorans (strain ATCC 35395 / DSM 2834 / JCM 12185 / C2A)" "kup" "3" "1"
"10373" "Q8TM30" "3.A.1.122.6" "ABC transporter, ATP-binding protein - Methanosarcina acetivorans." "" "" "" ""
"10374" "Q8TM31" "3.A.1.122.6" "ABC transporter, permease protein - Methanosarcina acetivorans." "" "" "" ""
"10375" "Q8TN54" "1.A.77.2.9" "H(+)-transporting ATP synthase, gene 1" "Methanosarcina acetivorans (strain ATCC 35395 / DSM 2834 / JCM 12185 / C2A)" "atp-1" "4" "1"
"10376" "Q8TN67" "2.A.3.6.2" "Amino acid permease" "Methanosarcina acetivorans" "MA_2426" "4" "1"
"10377" "Q8TP66" "9.B.8.3.1" "Uncharacterized protein" "Methanosarcina acetivorans (strain ATCC 35395 / DSM 2834 / JCM 12185 / C2A)" "MA_2052" "4" "1"
"10378" "Q8TS76" "2.A.7.18.3" "Transmembrane protein MttP" "Methanosarcina acetivorans" "MA_0929" "4" "1"
"10379" "Q8TSX9" "3.D.6.1.3" "Na+-transporting NADH:ubiquinone oxidoreductase, subunit 6 (Predicted alternative beta subunit)" "Methanosarcina acetivorans (strain ATCC 35395 / DSM 2834 / JCM 12185 / C2A)" "nqr6" "4" "1"
"10380" "Q8TSY0" "3.D.6.1.3" "Na+-transporting NADH:ubiquinone oxidoreductase, subunit 5" "Methanosarcina acetivorans (strain ATCC 35395 / DSM 2834 / JCM 12185 / C2A)" "nqr5" "4" "1"
"10381" "Q8TSY1" "3.D.6.1.3" "Na+-transporting NADH:ubiquinone oxidoreductase, subunit 4" "Methanosarcina acetivorans (strain ATCC 35395 / DSM 2834 / JCM 12185 / C2A)" "nqr4" "4" "1"
"10382" "Q8TSY2" "3.D.6.1.3" "Na+-transporting NADH:ubiquinone oxidoreductase, subunit 3" "Methanosarcina acetivorans (strain ATCC 35395 / DSM 2834 / JCM 12185 / C2A)" "nqr3" "4" "1"
"10383" "Q8TSY3" "3.D.6.1.3" "Na+-transporting NADH:ubiquinone oxidoreductase, subunit 2" "Methanosarcina acetivorans (strain ATCC 35395 / DSM 2834 / JCM 12185 / C2A)" "nqr2" "4" "1"
"10384" "Q8TSY4" "3.D.6.1.3" "Na+-transporting NADH:ubiquinone oxidoreductase, subunit 1" "Methanosarcina acetivorans (strain ATCC 35395 / DSM 2834 / JCM 12185 / C2A)" "nqr1" "3" "1"
"10385" "Q8TSY5" "3.D.6.1.3" "Uncharacterized protein" "Methanosarcina acetivorans (strain ATCC 35395 / DSM 2834 / JCM 12185 / C2A)" "MA_0658" "4" "1"
"10386" "Q8TTA7" "2.A.7.18.2" "Transmembrane protein MttP" "Methanosarcina acetivorans (strain ATCC 35395 / DSM 2834 / JCM 12185 / C2A)" "MA_0530" "4" "1"
"10387" "Q8TTV0" "3.A.1.8.2" "Molybdenum ABC transporter, solute-binding protein" "Methanosarcina acetivorans (strain ATCC 35395 / DSM 2834 / JCM 12185 / C2A)" "modA" "4" "1"
"10388" "Q8TTV2" "3.A.1.8.2" "Molybdenum ABC transporter, ATP-binding protein" "Methanosarcina acetivorans (strain ATCC 35395 / DSM 2834 / JCM 12185 / C2A)" "modC" "3" "1"
"10389" "Q8TUC6" "2.A.3.5.2" "Ethanolamine permease - Methanosarcina acetivorans." "" "" "" ""
"10390" "Q8TUV1" "9.B.58.1.1" "L-lactate permease - Methanopyrus kandleri." "" "" "" ""
"10391" "Q8TZH7" "3.A.5.7.2" "Preprotein translocase subunit SecG" "Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)" "secG" "3" "1"
"10392" "Q8TZJ0" "2.A.1.2.88" "Sucrose transport protein" "Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)" "PF2002" "4" "1"
"10393" "Q8TZK2" "3.A.5.7.2" "Preprotein translocase subunit SecE" "Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)" "secE" "1" "1"
"10394" "Q8TZP9" "3.A.1.1.16" "Putative sugar transport inner membrane protein (malf-like) - Pyrococcus furiosus." "" "" "" ""
"10395" "Q8TZQ0" "3.A.1.1.16" "Putative sugar transport inner membrane protein (malg-like) - Pyrococcus furiosus." "" "" "" ""
"10396" "Q8TZQ3" "3.A.1.1.16" "Putative sugar transport ATP-hydrolyzing - Pyrococcus furiosus." "" "" "" ""
"10397" "Q8TZT9" "3.A.5.7.2" "Signal recognition particle 19 kDa protein" "Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)" "srp19" "1" "1"
"10398" "Q8TZY1" "1.E.14.1.6" "Putative uncharacterized protein" "Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)" "PF1844" "4" "1"
"10399" "Q8U019" "3.A.5.7.2" "Protein translocase subunit SecY" "Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)" "secY" "1" "1"
"10400" "Q8U051" "3.A.5.7.2" "Signal recognition particle receptor FtsY" "Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)" "ftsY" "1" "1"
"10401" "Q8U058" "1.A.1.29.2" "Uncharacterized protein" "Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)" "PF1759" "4" "1"
"10402" "Q8U070" "3.A.5.7.2" "Signal recognition particle 54 kDa protein" "Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)" "srp54" "1" "1"
"10403" "Q8U0F6" "9.B.98.1.1" "Putative uncharacterized protein" "Pyrococcus furiosus" "PF1633" "4" "1"
"10404" "Q8U0Z4" "3.D.1.4.1" "Mbh14 iron-sulfur protein (Like HycF, EchF, CooX) - Pyrococcus furiosus." "" "" "" ""
"10405" "Q8U0Z5" "3.D.1.4.1" "Mbh13 NADH dehydrogenase subunit (Like HycD, CooK, echB) - Pyrococcus furiosus." "" "" "" ""
"10406" "Q8U0Z6" "3.D.1.4.1" "Mbh12 membrane bound hydrogenase alpha (NADH dehydrogenase) - Pyrococcus furiosus." "" "" "" ""
"10407" "Q8U0Z7" "3.D.1.4.1" "Mbh11 membrane bound hydrogenase beta (NADH dehydrogenase) - Pyrococcus furiosus." "" "" "" ""
"10408" "Q8U0Z8" "3.D.1.4.1" "Mbh10 NADH dehydrogenase subunit (Like cCoL, EchC, HycH) - Pyrococcus furiosus." "" "" "" ""
"10409" "Q8U0Z9" "3.D.1.4.1" "Hypothetical protein PF1431 - Pyrococcus furiosus." "" "" "" ""
"10410" "Q8U100" "3.D.1.4.1" "Mbh8 NADH dehydrogenase subunit-integral membrane protein (Like CooM) - Pyrococcus furiosus." "" "" "" ""
"10411" "Q8U101" "3.D.1.4.1" "Hypothetical protein PF1429 - Pyrococcus furiosus." "" "" "" ""
"10412" "Q8U102" "3.D.1.4.1" "Hypothetical protein PF1428 - Pyrococcus furiosus." "" "" "" ""
"10413" "Q8U103" "3.D.1.4.1" "Hypothetical protein PF1427 - Pyrococcus furiosus." "" "" "" ""
"10414" "Q8U104" "3.D.1.4.1" "Hypothetical protein PF1426 - Pyrococcus furiosus." "" "" "" ""
"10415" "Q8U105" "3.D.1.4.1" "Hypothetical protein PF1425 - Pyrococcus furiosus." "" "" "" ""
"10416" "Q8U106" "3.D.1.4.1" "Hypothetical protein PF1424 - Pyrococcus furiosus." "" "" "" ""
"10417" "Q8U107" "3.D.1.4.1" "Hypothetical protein PF1423 - Pyrococcus furiosus." "" "" "" ""
"10418" "Q8U1J4" "3.A.1.5.6" "Oligopeptide ABC transporter (ATP-binding protein) - Pyrococcus furiosus." "" "" "" ""
"10419" "Q8U1J5" "3.A.1.5.6" "Putative peptide ABC uptake protein - Pyrococcus furiosus." "" "" "" ""
"10420" "Q8U1J6" "3.A.1.5.6" "Dipeptide ABC transporter, permease protein - Pyrococcus furiosus." "" "" "" ""
"10421" "Q8U1J7" "3.A.1.5.6" "Dipeptide ABC transporter, permease protein - Pyrococcus furiosus." "" "" "" ""
"10422" "Q8U1J8" "3.A.1.5.6" "Oligopeptide ABC transporter (Oligopeptide-binding protein) - Pyrococcus furiosus." "" "" "" ""
"10423" "Q8U3B8" "2.A.59.1.4" "Arsenical-resistance protein acr3" "Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)" "PF0552" "4" "1"
"10424" "Q8U4B4" "3.A.5.7.2" "Protein-export membrane protein SecD" "Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)" "secD" "3" "1"
"10425" "Q8U4B5" "3.A.5.7.2" "Protein-export membrane protein SecF" "Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)" "secF" "3" "1"
"10426" "Q8U4K3" "3.A.1.6.5" "Membrane protein - Pyrococcus furiosus." "" "" "" ""
"10427" "Q8U4K4" "3.A.1.6.5" "Sulfate/thiosulfate transport protein homolog cyst - Pyrococcus furiosus." "" "" "" ""
"10428" "Q8U4K5" "3.A.1.6.5" "UPF0100 protein PF0080 - Pyrococcus furiosus." "" "" "" ""
"10429" "Q8U4S3" "3.A.1.12.9" "Substrate binding protein OtaC (Glycine betaine transporter, substrate-binding protein)" "Methanosarcina mazei" "otaC" "4" "1"
"10430" "Q8U4S4" "3.A.1.12.9" "Transmembrane protein OtaB" "Methanosarcina mazei" "otaB" "3" "1"
"10431" "Q8U4S5" "3.A.1.12.9" "ATP-binding protein OtaA (Glycine betaine transporter, ATP-binding protein)" "Methanosarcina mazei" "otaA" "3" "1"
"10432" "Q8UMQ1" "1.C.101.1.1" "TAT protein - Human immunodeficiency virus 1." "" "" "" ""
"10433" "Q8UVG4" "2.A.60.1.13" "Organic anion transporting polypeptide Oatp - Raja erinacea (Little skate)." "" "" "" ""
"10434" "Q8UWK1" "8.A.17.3.1" "Novel immune-type receptor 4" "Ictalurus punctatus" "NITR4" "4" "1"
"10435" "Q8UWY2" "1.A.53.1.8" "P7/NS2 protein (Fragment)" "Hepatitis C virus subtype 1b" "e2(p7)-NS2" "2" "1"
"10436" "Q8UZK5" "3.A.16.1.1" "Unique short US11 glycoprotein precursor (gpUS11) (HXLF1) - Human cytomegalovirus (strain Towne)." "" "" "" ""
"10437" "Q8V9M0" "1.J.1.1.1" "Putative uncharacterized protein" "Sulfolobus islandicus rod-shaped virus 2" "" "4" "1"
"10438" "Q8VCX2" "2.A.7.9.8" "Solute carrier family 35 member C2" "Mus musculus" "Slc35c2" "1" "1"
"10439" "Q8VEM8" "2.A.29.4.5" "Phosphate carrier protein, mitochondrial" "Mus musculus" "Slc25a3" "1" "1"
"10440" "Q8VHW4" "8.A.16.2.4" "Voltage-dependent calcium channel gamma-5 subunit - Mus musculus (Mouse)." "" "" "" ""
"10441" "Q8VIE6" "2.A.3.8.14" "Asc-type amino acid transporter 2 - Mus musculus (Mouse)." "" "" "" ""
"10442" "Q8VM83" "3.A.1.4.3" "Nucleotide binding protein - Rhizobium leguminosarum (biovar viciae)." "" "" "" ""
"10443" "Q8VM84" "3.A.1.4.3" "Integral membrane protein - Rhizobium leguminosarum (biovar viciae)." "" "" "" ""
"10444" "Q8VM85" "3.A.1.4.3" "Integral membrane protein - Rhizobium leguminosarum (biovar viciae)." "" "" "" ""
"10445" "Q8VM88" "2.A.21.4.1" "Monocarboxylic acid permease - Rhizobium leguminosarum (biovar viciae)." "" "" "" ""
"10446" "Q8VPB1" "2.A.56.2.1" "Large transmembrane protein - Halomonas elongata." "" "" "" ""
"10447" "Q8VPB2" "2.A.56.2.1" "Small transmembrane protein - Halomonas elongata." "" "" "" ""
"10448" "Q8VPB3" "2.A.56.2.1" "Periplasmic substrate binding protein - Halomonas elongata." "" "" "" ""
"10449" "Q8VPE6" "3.A.3.5.16" "Cation-transporting ATPase - Enterococcus faecium (Streptococcus faecium)." "" "" "" ""
"10450" "Q8VRK4" "3.A.11.1.3" "Competence protein DprA" "Thermus thermophilus" "dprA" "4" "1"
"10451" "Q8VRL1" "3.A.11.1.3" "ATP binding motif-containing protein PilF" "Thermus thermophilus" "pilF" "4" "1"
"10452" "Q8VRL2" "3.A.11.1.3" "Leader peptidase PilD" "Thermus thermophilus" "pilD" "4" "1"
"10453" "Q8VRL3" "3.A.11.1.3" "Competence protein PilC" "Thermus thermophilus" "pilC" "3" "1"
"10454" "Q8VRL7" "3.A.11.1.3" "Competence protein PilN" "Thermus thermophilus" "pilN" "4" "1"
"10455" "Q8VRL8" "3.A.11.1.3" "Competence protein PilM" "Thermus thermophilus" "pilM" "4" "1"
"10456" "Q8VS41" "2.A.24.2.5" "Citrate/acetate antiporter - Klebsiella pneumoniae." "" "" "" ""
"10457" "Q8VUH1" "3.A.1.134.2" "Mutans bacitracin-resistance related protein B - Streptococcus mutans." "" "" "" ""
"10458" "Q8VUH2" "3.A.1.134.2" "Mutans bacitracin-resistance related protein A - Streptococcus mutans." "" "" "" ""
"10459" "Q8VUZ0" "2.A.1.15.14" "2,4-D transporter" "Bradyrhizobium sp. HW13" "cadK" "4" "1"
"10460" "Q8VX27" "1.A.1.4.3" "Inwardly rectifying potassium channel - Zea mays (Maize)." "" "" "" ""
"10461" "Q8VY88" "3.A.9.1.2" "Protein LHCP TRANSLOCATION DEFECT" "Arabidopsis thaliana" "LTD" "1" "1"
"10462" "Q8VYD4" "2.A.37.4.5" "Cation/H(+) antiporter 23, chloroplastic" "Arabidopsis thaliana" "CHX23" "1" "1"
"10463" "Q8VYM2" "2.A.1.9.9" "Inorganic phosphate transporter 1-1" "Arabidopsis thaliana" "PHT1-1" "1" "2"
"10464" "Q8VYR7" "2.A.31.3.1" "Putative anion exchange protein (BOR1 protein) - Arabidopsis thaliana (Mouse-ear cress)." "" "" "" ""
"10465" "Q8VYR9" "2.A.37.1.8" "K(+) efflux antiporter 5" "Arabidopsis thaliana" "KEA5" "2" "1"
"10466" "Q8VZ80" "2.A.1.1.34" "Polyol transporter 5 - Arabidopsis thaliana (Mouse-ear cress)." "" "" "" ""
"10467" "Q8VZL4" "1.A.23.4.11" "Mechanosensitive ion channel protein 1, mitochondrial" "Arabidopsis thaliana" "MSL1" "2" "1"
"10468" "Q8VZR6" "2.A.1.1.66" "Probable inositol transporter 1 - Arabidopsis thaliana (Mouse-ear cress)." "" "" "" ""
"10469" "Q8VZS0" "2.A.29.20.2" "Peroxisomal adenine nucleotide carrier 2" "Arabidopsis thaliana" "PNC2" "2" "1"
"10470" "Q8VZW1" "1.A.8.12.8" "Aquaporin NIP1-1" "Arabidopsis thaliana" "NIP1-1" "1" "1"
"10471" "Q8W037" "1.A.8.12.4" "Aquaporin NIP2-1 - Arabidopsis thaliana (Mouse-ear cress)." "" "" "" ""
"10472" "Q8W4E2" "3.A.2.2.5" "V-type proton ATPase subunit B3" "Arabidopsis thaliana" "VHA-B3" "2" "1"
"10473" "Q8W4E7" "2.A.100.1.2" "Putative uncharacterized protein At5g26820" "Arabidopsis thaliana" "At5g26820" "2" "1"
"10474" "Q8W4K3" "2.A.3.3.14" "Cationic amino acid transporter 4, vacuolar" "Arabidopsis thaliana" "CAT4" "1" "1"
"10475" "Q8WPZ6" "1.A.8.14.1" "Aquaglyceroporin - Plasmodium falciparum." "" "" "" ""
"10476" "Q8WRE3" "8.A.43.1.4" "Toll9" "Anopheles gambiae" "Toll9" "4" "1"
"10477" "Q8WS32" "1.A.9.3.3" "Histamine-gated chloride channel subunit 1 variant (Histamine-gated chloride channel subunit B) (Histamine-gated chloride channel alpha2 subunit) (CG14723-PB, isoform B)" "Drosophila melanogaster" "HisCl1" "2" "1"
"10478" "Q8WTE6" "1.A.69.1.2" "Odorant receptor Or2" "Anopheles gambiae" "OR2" "2" "1"
"10479" "Q8WTV0" "9.B.39.1.3" "Scavenger receptor class B member 1" "Homo sapiens" "SCARB1" "1" "1"
"10480" "Q8WUG5" "2.A.1.19.8" "Solute carrier family 22 member 17" "Homo sapiens" "SLC22A17" "2" "1"
"10481" "Q8WUM9" "2.A.20.2.7" "Sodium-dependent phosphate transporter 1" "Homo sapiens" "SLC20A1" "1" "1"
"10482" "Q8WUT9" "2.A.29.23.7" "Solute carrier family 25 member 43" "Homo sapiens" "SLC25A43" "2" "2"
"10483" "Q8WUX1" "2.A.18.6.15" "Sodium-coupled neutral amino acid transporter 5" "Homo sapiens" "SLC38A5" "1" "1"
"10484" "Q8WV83" "2.A.7.24.6" "Solute carrier family 35 member F5 - Homo sapiens (Human)." "" "" "" ""
"10485" "Q8WVF1" "9.B.68.1.1" "Protein OSCP1 - Homo sapiens (Human)." "" "" "" ""
"10486" "Q8WWI5" "2.A.92.1.6" "Choline transporter-like protein 1" "Homo sapiens" "SLC44A1" "1" "1"
"10487" "Q8WWT9" "2.A.47.1.15" "Solute carrier family 13 member 3" "Homo sapiens" "SLC13A3" "1" "1"
"10488" "Q8WWX8" "2.A.21.3.6" "2.A.21.3.6 Sodium/myo-inositol cotransporter 2" "" "" "" ""
"10489" "Q8WWZ4" "3.A.1.211.17" "ATP-binding cassette sub-family A member 10" "Homo sapiens" "ABCA10" "2" "3"
"10490" "Q8WWZ7" "3.A.1.211.9" "ATP-binding cassette sub-family A member 5" "Homo sapiens" "ABCA5" "2" "2"
"10491" "Q8WXG9" "2.A.19.3.6" "G-protein coupled receptor 98" "Homo sapiens" "GPR98" "1" "2"
"10492" "Q8WXS5" "8.A.16.2.6" "Voltage-dependent calcium channel gamma-8 subunit - Homo sapiens (Human)." "" "" "" ""
"10493" "Q8WY07" "2.A.3.3.10" "Cationic amino acid transporter 3" "Homo sapiens" "SLC7A3" "1" "1"
"10494" "Q8WY98" "2.A.7.32.1" "Transmembrane protein 234" "Homo sapiens" "TMEM234" "2" "1"
"10495" "Q8WYK0" "4.C.3.1.2" "Acyl-coenzyme A thioesterase 12 - Homo sapiens (Human)." "" "" "" ""
"10496" "Q8X0V6" "3.D.1.6.2" "Related to nadh-ubiquinone oxidoreductase subunit b17.2 - Neurospora crassa." "" "" "" ""
"10497" "Q8X0Z3" "3.A.1.205.6" "ABC transporter - Cryptococcus neoformans (Filobasidiella neoformans)." "" "" "" ""
"10498" "Q8X193" "2.A.1.8.13" "High affinity nitrate transporter NrtB" "Emericella nidulans" "nrtB" "4" "1"
"10499" "Q8X1M9" "1.C.97.1.1" "Pleurotolysin A" "Pleurotus ostreatus" "PlyA" "2" "1"
"10500" "Q8X638" "2.A.85.1.6" "Uncharacterized transporter YdhK" "Escherichia coli O157:H7" "ydhK" "3" "1"
"10501" "Q8XAN8" "1.B.20.1.4" "Putative outer membrane transporter of ShlA/HecA/FhaA exoprotein family - Escherichia coli O157:H7." "" "" "" ""
"10502" "Q8XB73" "9.B.43.1.1" "Hypothetical protein yedZ - Escherichia coli O157:H7." "" "" "" ""
"10503" "Q8XC86" "1.C.36.1.1" "Secreted protein EspB - Escherichia coli O157:H7." "" "" "" ""
"10504" "Q8XE01" "1.B.68.1.1" "Uncharacterized protein" "Escherichia coli O157:H7" "ECs3138" "4" "1"
"10505" "Q8XE58" "3.A.1.107.3" "Cytochrome c biogenesis ATP-binding export protein ccmA - Escherichia coli O157:H7." "" "" "" ""
"10506" "Q8XEV7" "2.A.1.7.5" "Probable permease (Putative L-fucose permease) - Salmonella typhi, and Salmonella typhimurium." "" "" "" ""
"10507" "Q8XG43" "2.A.117.1.3" "Uncharacterized protein" "Salmonella typhi" "STY3166" "4" "1"
"10508" "Q8XGV9" "3.A.1.28.1" "Putative membrane protein" "Salmonella typhi" "STY3230" "4" "1"
"10509" "Q8XME6" "2.A.114.1.4" "Probable carbon starvation protein" "Clostridium perfringens (strain 13 / Type A)" "cstA" "4" "1"
"10510" "Q8XPT2" "1.C.65.1.2" "Secreted protein popf1 - Ralstonia solanacearum (Pseudomonas solanacearum)." "" "" "" ""
"10511" "Q8XRF4" "1.C.65.1.3" "Secreted protein popf2 - Ralstonia solanacearum (Pseudomonas solanacearum)." "" "" "" ""
"10512" "Q8XSC6" "2.A.113.1.3" "HYPOTHETICAL TRANSMEMBRANE PROTEIN - Ralstonia solanacearum (Pseudomonas solanacearum). " "" "" "" ""
"10513" "Q8XT32" "2.A.66.1.36" "Probable dna-damage-inducible f transmembrane protein" "Ralstonia solanacearum (strain GMI1000)" "dinF" "4" "1"
"10514" "Q8XWY0" "1.B.46.1.3" "Outer-membrane lipoprotein carrier protein" "Ralstonia solanacearum (strain GMI1000)" "lolA" "3" "1"
"10515" "Q8Y2D9" "1.B.46.1.3" "Outer-membrane lipoprotein LolB" "Ralstonia solanacearum (strain GMI1000)" "lolB" "3" "1"
"10516" "Q8Y3G9" "2.A.6.2.45" "Probable acriflavin resistance lipoprotein a" "Ralstonia solanacearum (strain GMI1000)" "acrA" "4" "1"
"10517" "Q8Y3H0" "2.A.6.2.45" "Putative acriflavin resistance transmembrane protein" "Ralstonia solanacearum (strain GMI1000)" "acrB" "4" "1"
"10518" "Q8Y5K1" "1.A.1.17.2" "Lmo2059 protein" "Listeria monocytogenes" "lmo2059" "4" "1"
"10519" "Q8Y8V8" "4.A.6.1.16" "Lmo0784 protein" "Listeria monocytogenes serovar 1/2a (strain ATCC BAA-679 / EGD-e)" "lmo0784" "4" "1"
"10520" "Q8Y8V9" "4.A.6.1.16" "Lmo0783 protein" "Listeria monocytogenes serovar 1/2a (strain ATCC BAA-679 / EGD-e)" "lmo0783" "4" "1"
"10521" "Q8Y8W0" "4.A.6.1.16" "Lmo0782 protein" "Listeria monocytogenes serovar 1/2a (strain ATCC BAA-679 / EGD-e)" "lmo0782" "4" "1"
"10522" "Q8Y8W1" "4.A.6.1.16" "Lmo0781 protein" "Listeria monocytogenes serovar 1/2a (strain ATCC BAA-679 / EGD-e)" "lmo0781" "4" "1"
"10523" "Q8Y992" "3.A.3.6.24" "Lmo0641 protein" "Listeria monocytogenes serovar 1/2a (strain ATCC BAA-679 / EGD-e)" "lmo0641" "3" "1"
"10524" "Q8YBL6" "2.A.108.2.2" "High-affinity iron permease - Brucella melitensis." "" "" "" ""
"10525" "Q8YPM7" "3.A.1.3.18" "Permease protein of amino acid ABC transporter - Anabaena sp. (strain PCC 7120)." "" "" "" ""
"10526" "Q8YPM8" "3.A.1.3.18" "Permease protein of amino acid ABC transporter - Anabaena sp. (strain PCC 7120)." "" "" "" ""
"10527" "Q8YPM9" "3.A.1.3.18" "Periplasmic amino acid-binding protein of amino acid ABC transporter - Anabaena sp. (strain PCC 7120)." "" "" "" ""
"10528" "Q8YRV7" "3.A.1.16.4" "ABC nitrate transport permease protein" "Nostoc sp. (strain PCC 7120 / UTEX 2576)" "nrtB" "3" "1"
